x,y
2.8598406804872,7.558275996135713
9.489421972281104,25.59269684999792
4.678040238110512,11.955227608963375
2.015756582217443,6.52408136773935
7.184967290690672,18.970288816399954
1.696023704132662,4.571086154088245
2.606539915606435,6.781506725284466
2.0692933828969284,5.765373685337742
7.632546741999036,19.957635425359616
5.395019540011955,14.284211422218094
3.1175460890796938,7.985568742953239
3.6933633151191128,9.422114431249511
7.305921673680661,20.70257352294286
4.773248006290467,12.50716900977213
8.832165900726274,22.613816565299302
1.4830039889220603,5.040077499508982
6.308213423260023,16.835261204422686
4.690829905292046,11.701689135344205
7.262907283005965,18.269253499358644
3.9230498097370803,11.219094572915177
8.077271894142111,21.80455443534529
7.456464805361524,19.76900417832775
2.91739187245906,8.033904513656525
9.913044663559527,25.958683519680264
0.006330643935857916,1.7111523364614603
1.7738032216903143,5.535609573916267
6.6376433330356015,17.61658571245348
7.328165629556609,19.591899530987053
8.49175818182315,22.236924288333277
2.5875802262738903,8.330367645200607
5.2883340466183775,14.647683786060062
7.2058922733245145,18.934073884267004
2.9645516446485374,8.32512350330013
7.938678375007245,20.199075639018684
4.979595554923701,12.819344937166205
3.139293421334753,9.117630393400892
0.8447802187921694,3.516017602068663
2.907148060689604,7.806564753760875
0.44730871601754596,1.9917295739891367
5.5371796580269175,15.146343677093439
3.1025880465799327,8.226434556354674
3.831571514700469,9.362919445981852
7.699456443329323,20.82960894573097
1.7340899816580313,5.434625896219488
0.833925700073086,3.1242491833061443
5.027166089276697,13.48072193620546
3.9849980422810516,11.48874420967988
6.363711300139902,16.714134667694626
4.216212332767419,11.699712084971141
2.6185224912624436,7.686986189056312
4.008650349711815,11.210645762070095
4.168719763342836,11.709675268934513
9.927629310487426,26.12868358908399
1.4349780793063405,4.2709837506069555
0.11900111684072345,2.725557544348188
9.374026969475507,24.593349771824585
6.184744878669797,16.57693695314526
3.533162605155622,9.829807042114687
2.8702833832571195,8.389462628885305
4.475194003382361,11.435779870176367
0.9743197915230972,3.8066138873951685
9.437521088765587,24.599664203790102
5.839524507751688,16.37143256377851
4.405388879546152,12.53882282606593
4.391305313541224,12.628284948226133
7.014610478615929,18.502356749944465
3.7770302791779753,10.61527382206069
0.3779117414217703,1.5380524353131528
9.44199640214464,24.759608968945457
7.016073659336211,18.03160108355056
6.344532330071725,17.031414064650054
2.7829973914656136,8.243134345698412
2.9031473120320026,8.35999929828884
5.366544445708366,14.975281667629174
6.469970767157552,17.340403932762566
6.427993802532699,17.134586011051777
0.5830781909492655,2.477475870837089
1.6683874418046907,5.088001166324758
5.7176933622984425,15.559269225883199
1.2654998732635214,4.707256915980904
1.6493499944929646,5.14877183042708
2.7723694419054112,7.780696458909686
5.114623207769551,13.396804166339804
1.5343183838551966,4.58469394252355
5.845205057795465,15.22185185170704
3.0232187675794675,8.23654855203846
8.817597214635729,23.21780478853225
7.4312721076288915,20.15219724736151
6.0809458447020575,15.704067973927705
9.494502837727493,24.647014662747313
8.979685986123139,23.89438793595741
4.865821914511555,13.191600677844082
0.23477129800641872,0.7629753731726066
6.128926155220698,16.096916015193845
5.267349177273961,14.047533127088025
4.371691183662426,11.544546618181718
8.171342445153186,21.867147648779863
1.672845265052979,5.844481382458667
8.114040229915489,22.007467087792236
4.405204189768552,11.728559373081444
